OBJECTID,FACILITYID,STREETSEGID,SOURCEID,BIKELANELENGTH,FACILITY,PROPOSEDCYCLETRACK,Shape_Length,TRAVELDIRECTION,NOTES,BIKELANE_YEAR,PLANSREADY,GAP,GAP_NOTES,NEED_SYMBOL,NEED_SYM_1,REPAINT_LINE,YEAR_INSTALLED
203,SEGID- 2004,2004,20010115,0.06580313,Cycle Track,Yes,105.900082803544, ,Sebastian planned lanes,2014, , , ,,,,2014
204,SEGID- 6226,6226,26325440,0.11155637,Shared Lane, ,179.532306606222, ,ADC rec route,2012,Yes, , ,,,,2012
205,SEGID- 11311,11311,26325445,0.04719024,Shared Lane, ,75.9456079546319, ,ADC rec route,2012,Yes, , ,,,,2012
206,SEGID- 2370,2370,26325460,0.11959601,Shared Lane, ,192.472312644818, ,ADC rec route,2012,Yes, , ,,,,2012
207,SEGID- 5680,5680,26325465,0.03309073,Climbing Lane, ,53.2540903893681, ,ADC rec route,2012,Yes, , ,,,,2012
208,SEGID- 6073,6073,26325480,0.11880571,Existing Bike Lane, ,191.199334836589, ,ADC rec route,2012,Yes, , ,,,,2012
209,SEGID- 1289,1289,26325490,0.05516265,Climbing Lane, ,88.7766833085862, ,ADC rec route,2012,Yes, , ,,,,2012
210,SEGID- 10925,10925,26325495,0.0505724,Shared Lane, ,81.3884612546502, ,ADC rec route,0,Yes, , ,,,,2012
211,SEGID- 699,699,26325500,0.0080834,Shared Lane, ,13.0085965340505, , ,0,Yes, , ,,,,2012
212,SEGID- 7166,7166,26325505,0.11446654,Shared Lane, ,184.216532429704, ,ADC rec route,0,Yes, , ,,,,2012
213,SEGID- 5490,5490,26325510,0.09655103,Shared Lane, ,155.384313758317, ,ADC rec route,0,Yes, , ,,,,2012
214,SEGID- 7694,7694,26325520,0.17038045,Shared Lane, ,274.201125002351, ,ADC rec route,2012,Yes, , ,,,,2012
215,SEGID- 8666,8666,26325550,0.0740996,Shared Lane, ,119.251996704705, ,ADC rec route,2012,Yes, , ,,,,2012
216,SEGID- 7086,7086,26325560,0.07380081,Shared Lane, ,118.77110527193, ,ADC rec route,2012,Yes, , ,,,,2012
217,SEGID- 8394,8394,26325570,0.01365157,Shared Lane, ,21.9701269239738, ,ADC rec route,2012,Yes, , ,,,,2012
218,SEGID- 12916,12916,26325575,0.06008835,Shared Lane, ,96.703019101135, ,ADC rec route,2012,Yes, , ,,,,2012
219,SEGID- 5907,5907,26325580,0.07073322,Shared Lane, ,113.834533080285, ,ADC rec route,2012,Yes, , ,,,,2012
220,SEGID- 7775,7775,16318185,0.07439098,Existing Bike Lane, ,119.720166338754,Out Bound, ,2012, , , ,,,,2012
221,SEGID- 10829,10829,15349118,0.05604733,Shared Lane, ,90.1999820102203,In Bound, ,2012, , , ,,,,2012
222,SEGID- 10961,10961,15349120,0.08319642,Cycle Track, ,133.891939147374, , ,2012, , , ,,,,2012
223,SEGID- 7643,7643,15349130,0.12516268,Cycle Track, ,201.430322583894, , ,2012, , , ,,,,2012
224,SEGID- 6649,6649,15349140,0.06079408,Cycle Track, ,97.838545469095,In Bound, ,2012, , , ,,,,2012
225,SEGID- 10161,10161,15349145,0.08081069,Cycle Track, ,130.05261873077,In Bound, ,2012, , , ,,,,2012
226,SEGID- 1829,1829,15349150,0.10573086,Cycle Track, ,170.157187129476,In Bound, ,2012, , , ,,,,2012
227,SEGID- 8412,8412,15349160,0.10619483,Cycle Track, ,170.904770435592,In Bound, ,2012, , , ,,,,2012
228,SEGID- 8858,8858,15349175,0.08955524,Cycle Track, ,144.125480910336,In Bound, ,2012, , , ,,,,2012
229,SEGID- 9935,9935,15349180,0.09611871,Cycle Track, ,154.687851796841,In Bound, ,2012, , , ,,,,2012
230,SEGID- 9712,9712,15349190,0.07778819,Cycle Track, ,125.18872094214,In Bound, ,2012, , , ,,,,2012
231,SEGID- 12718,12718,15349200,0.09415699,Cycle Track, ,151.531060923675,In Bound, ,2012, , , ,,,,2012
232,SEGID- 1341,1341,15349210,0.12059184,Cycle Track, ,194.073871531734,In Bound, ,2012, , , ,,,,2012
233,SEGID- 9738,9738,15349225,0.06629191,Existing Bike Lane, ,106.686608293282,In Bound, ,2012, , , ,,,,2012
234,SEGID- 8497,8497,15349230,0.07012091,Existing Bike Lane, ,112.849585030869,In Bound, ,2012, , , ,,,,2012
235,SEGID- 7575,7575,15349240,0.10352609,Existing Bike Lane, ,166.60915150729,In Bound, ,2012, , , ,,,,2012
236,SEGID- 3620,3620,16058030,0.07698829,Existing Bike Lane, ,123.900544347552, ,ADC rec route,0, , , ,,,,2010
237,SEGID- 3600,3600,16883310,0.06636894,Existing Bike Lane,Yes,106.810653608111,In Bound,ADC rec route,2017, , , ,,,,2010
238,SEGID- 11158,11158,16883320,0.06637541,Existing Bike Lane,Yes,106.821088225921,In Bound,ADC rec route,2017, , , ,,,,2006
239,SEGID- 3361,3361,16883330,0.03894166,Existing Bike Lane,Yes,62.6706816113423,In Bound,ADC rec route,2017, , , ,,,,2006
240,SEGID- 2042,2042,16883335,0.04466132,Existing Bike Lane,Yes,71.8755207913752,In Bound,ADC rec route,2017, , , ,,,,2006
241,SEGID- 6667,6667,16883340,0.05923857,Existing Bike Lane,Yes,95.3354453144927,In Bound,ADC rec route,2017, , , ,,,,2006
242,SEGID- 1016,1016,16883345,0.0495865,Existing Bike Lane,Yes,79.8018763403406,In Bound,ADC rec route,2017, , , ,,,,2006
243,SEGID- 5502,5502,16883350,0.06712371,Existing Bike Lane,Yes,108.025354434466,In Bound,ADC rec route,2017, , , ,,,,2006
244,SEGID- 4458,4458,20490068,0.0189264,Climbing Lane, ,30.4589160796386, , ,2015,yes, , ,,,,2015
245,SEGID- 8692,8692,19087350,0.05203395,Existing Bike Lane,Yes,83.7407119548068,Out Bound,ADC rec route,2017, , , ,,,,2006
246,SEGID- 2546,2546,19087353,0.04998098,Existing Bike Lane,Yes,80.4367212800046,Out Bound,ADC rec route,2017, , , ,,,,2006
247,SEGID- 4061,4061,19087357,0.06621906,Existing Bike Lane,Yes,106.569473766538,Out Bound,ADC rec route,2017, , , ,,,,2006
248,SEGID- 12429,12429,19087360,0.04726478,Existing Bike Lane,Yes,76.0654403220755,Out Bound,ADC rec route,2017, , , ,,,,2006
249,SEGID- 2983,2983,19087363,0.05052017,Existing Bike Lane,Yes,81.3044995394399,Out Bound,ADC rec route,2017, , , ,,,,2006
250,SEGID- 9337,9337,19087367,0.04832692,Existing Bike Lane,Yes,77.7747833946537,Out Bound,ADC rec route,2017, , , ,,,,2006
251,SEGID- 9824,9824,20180221,0.0230056,Existing Bike Lane, ,37.0241775880975, ,ADC rec route,0, , , ,,,,2008
252,SEGID- 2599,2599,20180230,0.07337803,Climbing Lane, ,118.090738125683, ,ADC rec route,0, , , ,,,,2008
253,SEGID- 5352,5352,20180250,0.07391235,Climbing Lane, ,118.950653777385, ,ADC rec route,0, , , ,,,,2008
254,SEGID- 9041,9041,20180260,0.07388758,Climbing Lane, ,118.910762379392, ,ADC rec route,0, , , ,,,,2008
255,SEGID- 12954,12954,15089030,0.05382724,Shared Lane, ,86.6266564180952, ,ADC rec route,2013, , , ,,,,2013
256,SEGID- 4079,4079,15089040,0.1483088,Existing Bike Lane, ,238.680347125152, ,ADC rec route,2013, , , ,,,,2013
257,SEGID- 5823,5823,15089050,0.05278549,Existing Bike Lane, ,84.9501932143612, ,ADC rec route,2013, , , ,,,,2013
258,SEGID- 1578,1578,15089060,0.10837231,Existing Bike Lane, ,174.40867526039, ,ADC rec route,2013, , , ,,,,2013
259,SEGID- 8929,8929,20040040,0.09191991,Existing Bike Lane, ,147.931030955935,In Bound,"Sebastian planned lanes, 1975 plan",0, , , ,,,,2007
260,SEGID- 796,796,20040050,0.08371722,Existing Bike Lane, ,134.730083673435,In Bound,"Sebastian planned lanes, 1975 plan",0, , , ,,,,2007
261,SEGID- 10877,10877,17416220,0.13422845,Existing Bike Lane, ,216.020209345167,Out Bound, ,0, , , ,,,,2004
262,SEGID- 4876,4876,16318190,0.07788528,Existing Bike Lane, ,125.344711077321,Out Bound, ,2012, , , ,,,,2012
263,SEGID- 11781,11781,16318200,0.04279733,Existing Bike Lane, ,68.8757509565688,Out Bound, ,2012, , , ,,,,2012
264,SEGID- 6128,6128,16318205,0.05147728,Existing Bike Lane, ,82.8450826268967,Out Bound, ,2012, , , ,,,,2012
265,SEGID- 4077,4077,16318210,0.11680388,Existing Bike Lane, ,187.977688890182,Out Bound, ,2012, , , ,,,,2012
266,SEGID- 9488,9488,16422175,0.06250433,Existing Bike Lane, ,100.591560314957, ,existing bike lane,0, , , ,,,,2002
267,SEGID- 11661,11661,16422180,0.03861141,Existing Bike Lane, ,62.1390644228799, ,existing bike lane,0, , , ,,,,2002
268,SEGID- 361,361,16422183,0.03373416,Existing Bike Lane, ,54.2899802973411, ,existing bike lane,0, , , ,,,,2002
269,SEGID- 6800,6800,16422187,0.05436967,Existing Bike Lane, ,87.4996943573012, ,existing bike lane,0, , , ,,,,2002
270,SEGID- 11305,11305,16422190,0.12395273,Contraflow Bike Lane, ,199.48295472244,In Bound,ADC rec route,2009,1st draft, , ,,,,2010
271,SEGID- 10983,10983,16422200,0.09414357,Contraflow Bike Lane, ,151.509709547389,Out Bound,ADC rec route,2009,1st draft, , ,,,,2010
272,SEGID- 13025,13025,18456190,0.03488557,Existing Bike Lane, ,56.1433339694627, , ,0, , , ,,,,2008
273,SEGID- 9994,9994,20040020,0.07403767,Existing Bike Lane, ,119.152129467818,In Bound,"Sebastian planned lanes, 1975 plan",0, , , ,,,,2005
274,SEGID- 4710,4710,20040027,0.03421943,Existing Bike Lane, ,55.071133832929,In Bound,"Sebastian planned lanes, 1975 plan, ADC rec route",2015,no, , ,,,,2015
275,SEGID- 481,481,20040030,0.03379017,Existing Bike Lane, ,54.3801219473385,In Bound,"Sebastian planned lanes, 1975 plan, ADC rec route",2015,no, , ,,,,2015
276,SEGID- 10396,10396,18846095,0.07285888,Existing Bike Lane, ,117.254938018746,Out Bound, ,2009,Yes, , ,,,,2009
277,SEGID- 3350,3350,30060040,0.07015897,Existing Bike Lane, ,112.910129428469,In Bound,1975 plan,0, , , ,,,,1980
278,SEGID- 12025,12025,30060045,0.03642474,Existing Bike Lane, ,58.6200555922716,In Bound,1975 plan,0, , , ,,,,1980
279,SEGID- 7334,7334,30060050,0.10021467,Existing Bike Lane, ,161.280197360591,In Bound,1975 plan,0, , , ,,,,1980
280,SEGID- 10032,10032,30060070,0.07892661,Existing Bike Lane, ,127.020095645984,In Bound,1975 plan,2015, , , ,,,,2015
281,SEGID- 419,419,17052620,0.03377098,Existing Bike Lane, ,54.3492614504769, ,existing bike route,2014,Yes, , ,,,,2014
282,SEGID- 1116,1116,17052622,0.05930116,Existing Bike Lane, ,95.4361341371681, ,existing bike route,2014,Yes, , ,,,,2014
283,SEGID- 2200,2200,17052630,0.02106877,Existing Bike Lane, ,33.9069508738197, ,existing bike route,2014,Yes, , ,,,,2014
284,SEGID- 4574,4574,17052635,0.07701149,Existing Bike Lane, ,123.937834643753, ,existing bike route,2014,Yes, , ,,,,2014
285,SEGID- 6168,6168,17052638,0.02302401,Existing Bike Lane, ,37.054263669533, ,existing bike route,2014,Yes, , ,,,,2014
286,SEGID- 278,278,17052650,0.0958811,Existing Bike Lane, ,154.305886601545, ,Sebastian planned lanes,0, , , ,,,,2005
287,SEGID- 5359,5359,17052663,0.06032196,Existing Bike Lane, ,97.0791466080138, ,Sebastian planned lanes,0, , , ,,,,2005
288,SEGID- 9295,9295,17052668,0.04740004,Existing Bike Lane, ,76.2828725287442, ,Sebastian planned lanes,0, , , ,,,,2005
289,SEGID- 5866,5866,17052678,0.06912085,Existing Bike Lane, ,111.239651962394, ,Sebastian planned lanes,0, , , ,,,,2005
290,SEGID- 7956,7956,17052680,0.09913753,Existing Bike Lane, ,159.546639746816, ,Sebastian planned lanes,0, , , ,,,,2005
291,SEGID- 10507,10507,20140017,0.01963825,Existing Bike Lane, ,31.6050822073855,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
292,SEGID- 9243,9243,20140020,0.10778956,Existing Bike Lane, ,173.470851825077,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
293,SEGID- 9950,9950,20140030,0.08319608,Existing Bike Lane, ,133.891361168053,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
294,SEGID- 10383,10383,20140045,0.05039456,Existing Bike Lane, ,81.1022419489366,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
295,SEGID- 11966,11966,20140050,0.04192405,Existing Bike Lane, ,67.4702807630342,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
296,SEGID- 1257,1257,20140060,0.10872138,Existing Bike Lane, ,174.970471590755,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
297,SEGID- 4419,4419,18846155,0.05423968,Existing Bike Lane, ,87.2904654500409,Out Bound, ,2009,Yes, , ,,,,2009
298,SEGID- 195,195,18846170,0.06317449,Existing Bike Lane, ,101.669978376032,Out Bound, ,2009,Yes, , ,,,,2009
299,SEGID- 6406,6406,15135540,0.08551906,Existing Bike Lane, ,137.629843511738, ,"COG 95, 1975 plan, public input",0, , , ,,,,2008
300,SEGID- 1999,1999,40040070,0.13787205,Existing Bike Lane,Maybe,221.884007509935, ,Sebastian planned lanes,2012,Yes, , ,,,,2012
301,SEGID- 873,873,40040140,0.12482797,Existing Bike Lane, ,200.891616629225, ,ADC rec route,2015, , , ,,,,2015
302,SEGID- 8913,8913,40040150,0.08481144,Existing Bike Lane, ,136.491043154989, ,ADC rec route,2015, , , ,,,,2015
303,SEGID- 2061,2061,40040160,0.03063365,Existing Bike Lane, ,49.300178605063, ,ADC rec route,2015, , , ,,,,2015
304,SEGID- 1334,1334,40040165,0.06371519,Existing Bike Lane, ,102.539622993255, ,ADC rec route,2015, , , ,,,,2015
305,SEGID- 3637,3637,30140000,0.07804093,Existing Bike Lane, ,125.594959734382,Out Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
306,SEGID- 11519,11519,30140010,0.05297144,Existing Bike Lane, ,85.2490874139245,Out Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
307,SEGID- 11116,11116,30040000,0.0776534,Existing Bike Lane, ,124.971270731759,Out Bound,"Sebastian planned lanes, 1975 plan",0, , , ,,,,2005
308,SEGID- 678,678,30040010,0.07481324,Existing Bike Lane, ,120.400477387214,Out Bound,"Sebastian planned lanes, 1975 plan",0, , , ,,,,2005
309,SEGID- 7705,7705,30040020,0.07768885,Existing Bike Lane, ,125.028237144737,Out Bound,"Sebastian planned lanes, 1975 plan",2012, , , ,,,,2012
310,SEGID- 5425,5425,30040025,0.030287,Existing Bike Lane, ,48.7424080470655,Out Bound,1975 plan,0, , , ,,,,1980
311,SEGID- 9357,9357,30040030,0.02930688,Existing Bike Lane, ,47.1649409470639,Out Bound,1975 plan,0, , , ,,,,1980
312,SEGID- 5477,5477,18573000,0.03928618,Existing Bike Lane, ,63.2246254953546, , ,0, ,No,Either complete experiment or grind out the lanes,,,,2006
313,SEGID- 173,173,18573010,0.02906724,Existing Bike Lane, ,46.7794225606663, , ,0, ,No,Either complete experiment or grind out the lanes,,,,2006
314,SEGID- 9982,9982,30140020,0.06172079,Existing Bike Lane, ,99.3301908090847,Out Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
315,SEGID- 3127,3127,30140025,0.09261523,Existing Bike Lane, ,149.050040911366,Out Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
316,SEGID- 12341,12341,18573015,0.01027213,Existing Bike Lane, ,16.5317943439649, , ,0, ,No,Either complete experiment or grind out the lanes,,,,2006
317,SEGID- 10231,10231,30040035,0.09227387,Existing Bike Lane, ,148.500697629791,Out Bound,1975 plan,0, , , ,,,,1980
318,SEGID- 4681,4681,20060000,0.07777102,Existing Bike Lane, ,125.160576343241, ,1975 plan,0, , , ,,,,1980
319,SEGID- 3402,3402,30010090,0.06052635,Existing Bike Lane, ,97.4079059524774, , ,0, , , ,,,,2008
320,SEGID- 9875,9875,30010110,0.07224097,Existing Bike Lane, ,116.260953944048, , ,0, , , ,,,,2008
321,SEGID- 11220,11220,30010120,0.12735249,Existing Bike Lane, ,204.95420693145, ,ADC rec route,0, , , ,,,,2008
322,SEGID- 6365,6365,30010125,0.06034751,Existing Bike Lane, ,97.1201013060814, ,ADC rec route,0, , , ,,,,2008
323,SEGID- 8439,8439,30140030,0.08647175,Existing Bike Lane, ,139.163366452908,Out Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2003
324,SEGID- 4317,4317,30140050,0.10866549,Existing Bike Lane, ,174.880497406783,Out Bound,Sebastian planned lanes,2016,No, , ,,,,2003
325,SEGID- 3136,3136,35945325,0.05477106,Existing Bike Lane, ,88.1456544248095, ,ADC rec route,2014, , , ,,,,2014
326,SEGID- 13275,13275,35945340,0.07419274,Existing Bike Lane, ,119.401890186608, ,ADC rec route,2014, , , ,,,,2014
327,SEGID- 1092,1092,35945350,0.02550126,Existing Bike Lane, ,41.0403870725105, ,ADC rec route,2014, , , ,,,,2014
328,SEGID- 3043,3043,35945355,0.05302162,Existing Bike Lane, ,85.3302034912659, ,ADC rec route,2014, , , ,,,,2014
329,SEGID- 2256,2256,35945360,0.11309429,Existing Bike Lane, ,182.007592119484, ,ADC rec route,2014, , , ,,,,2014
330,SEGID- 2690,2690,35945370,0.18566265,Shared Lane, ,298.796050287235, , ,2014, , , ,,,,2014
331,SEGID- 10476,10476,36428040,0.06161521,Existing Bike Lane, ,99.1602800650434, ,"1975 plan, ADC rec route",0, , , ,,,,2008
332,SEGID- 4240,4240,36428045,0.06978374,Existing Bike Lane, ,112.306280371331, ,"1975 plan, ADC rec route",0, , , ,,,,2008
333,SEGID- 7664,7664,53191060,0.12250979,Existing Bike Lane, ,197.160829384819, ,existing bike lane,0, , , ,,,,1980
334,SEGID- 10002,10002,53191070,0.06527523,Existing Bike Lane, ,105.050491555179, ,existing bike lane,0, , , ,,,,1980
335,SEGID- 3794,3794,53191080,0.06497732,Existing Bike Lane, ,104.571084534775, ,existing bike lane,0, , , ,,,,1980
336,SEGID- 6164,6164,53191090,0.06004924,Existing Bike Lane, ,96.6400736393305, ,existing bike lane,0, , , ,,,,1980
337,SEGID- 4850,4850,53191100,0.05985259,Existing Bike Lane, ,96.3235199496825, ,existing bike lane,0, , , ,,,,1980
338,SEGID- 10020,10020,20060010,0.07441527,Existing Bike Lane, ,119.76000198836, ,1975 plan,0, , , ,,,,1980
339,SEGID- 12975,12975,20060020,0.07358569,Existing Bike Lane, ,118.425053022779,Out Bound,1975 plan,0, , , ,,,,1980
340,SEGID- 5243,5243,35960322,0.15462838,Existing Bike Lane, ,248.850770723327, ,existing bike route,0, , , ,,,,2002
341,SEGID- 7130,7130,35960340,0.07679069,Existing Bike Lane, ,123.582873031714, ,existing bike route,0, , , ,,,,2002
342,SEGID- 1210,1210,35960350,0.20222559,Existing Bike Lane, ,325.45119919356, ,existing bike route,0, , , ,,,,2002
343,SEGID- 12021,12021,35960360,0.18943902,Existing Bike Lane, ,304.873177510326, ,existing bike route,0, , , ,,,,2002
344,SEGID- 12169,12169,35960380,0.06865238,Existing Bike Lane, ,110.485502247113, ,existing bike route,0, , , ,,,,2002
345,SEGID- 11024,11024,35960385,0.31368402,Climbing Lane, ,504.826486854352, ,existing bike route,2010,Yes, , ,,,,2010
346,SEGID- 6284,6284,53191050,0.05781852,Existing Bike Lane, ,93.0500523102154, ,existing bike lane,0, , , ,,,,1980
347,SEGID- 1972,1972,23133000,0.08446994,Existing Bike Lane, ,135.941729874308, ,ADC rec route,2015,yes, , ,,,,2015
348,SEGID- 833,833,21982060,0.12310735,Existing Bike Lane, ,198.122466307161,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2005
349,SEGID- 7833,7833,21982070,0.06491594,Existing Bike Lane, ,104.472276821992,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2005
350,SEGID- 27,27,21982080,0.06494748,Existing Bike Lane, ,104.523065271481,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2005
351,SEGID- 289,289,21982090,0.06000432,Existing Bike Lane, ,96.5677927187043,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2005
352,SEGID- 4021,4021,21982100,0.06001985,Existing Bike Lane, ,96.5927611738773,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2005
353,SEGID- 864,864,21982110,0.06962723,Existing Bike Lane, ,112.054410989903,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2005
354,SEGID- 3142,3142,21982125,0.05118851,Existing Bike Lane, ,82.3800925630915,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2005
355,SEGID- 11927,11927,21982130,0.06477792,Existing Bike Lane, ,104.250142783692,In Bound,"Sebastian planned lanes, ADC rec route",0, , , ,,,,2005
356, ,12484,26695020,0.02966235,Shared Lane, ,47.7369914367484, , ,2012, , , ,,,,2012
357, ,4955,26695030,0.0562953,Shared Lane, ,90.5987109277945, , ,2012, , , ,,,,2012
358, ,7709,26695040,0.09117414,Shared Lane, ,146.730854899909, , ,2012, , , ,,,,2012
359, ,5570,26695050,0.17201987,Shared Lane, ,276.839998021596, , ,2012, , , ,,,,2012
360, ,16402615,16402615,0.0163321,Shared Lane, ,26.2840595682029, , ,2011, , , ,,,,2011
361, ,1337,16402610,0.05348775,Shared Lane, ,86.0803638605409, , ,2011, , , ,,,,2011
362, ,12654,16402600,0.07837827,Shared Lane, ,126.137843265553, , ,2011, , , ,,,,2011
363, ,11074,16402590,0.08417765,Shared Lane, ,135.471063647369, , ,2011, , , ,,,,2011
364, ,11824,16402580,0.08048055,Shared Lane, ,129.521154930379, , ,2011, , , ,,,,2011
365, ,12042,16402570,0.06777293,Shared Lane, ,109.070174518078, , ,2011, , , ,,,,2011
366, ,12698,16402560,0.06263407,Shared Lane, ,100.799962235326, , ,2011, , , ,,,,2011
367, ,3086,16402555,0.06246762,Shared Lane, ,100.532091239819, , ,2011, , , ,,,,2011
368, ,1799,16402550,0.06312043,Shared Lane, ,101.582701231758, , ,2011, , , ,,,,2011
369, ,4787,16402545,0.0711893,Shared Lane, ,114.568298401822, , ,2011, , , ,,,,2011
370, ,1961,16402540,0.07925619,Shared Lane, ,127.550733969459, , ,2011, , , ,,,,2011
371, ,10124,16402538,0.05313688,Shared Lane, ,85.5157335393406, , ,2011, , , ,,,,2011
372, ,8795,16402536,0.05562186,Shared Lane, ,89.5148438814087, , ,2011, , , ,,,,2011
373, ,9288,16402534,0.03470475,Shared Lane, ,55.8519939899888, , ,2011, , , ,,,,2011
374, ,5465,17631458,0.05408063,Shared Lane, ,87.0342180937942, , ,2011, , , ,,,,2011
375, ,8122,17631455,0.13136731,Shared Lane, ,211.416156923892, , ,2011, , , ,,,,2011
376, ,12066,17631450,0.14071104,Shared Lane, ,226.452734042123, , ,2011, , , ,,,,2011
377, ,8909,17631445,0.03974281,Shared Lane, ,63.9599839534147, , ,2011, , , ,,,,2011
378, ,153,17631440,0.08220654,Shared Lane, ,132.298870916437, , ,2011, , , ,,,,2011
379, ,1315,17631430,0.08656227,Shared Lane, ,139.308748465213, , ,2011, , , ,,,,2011
380, ,6788,17631425,0.02577155,Shared Lane, ,41.4753658905775, , ,2011, , , ,,,,2011
381, ,12440,17631420,0.10799249,Shared Lane, ,173.797450599662, , ,2011, , , ,,,,2011
382, ,8590,17631415,0.03089493,Shared Lane, ,49.7206344266864, , ,2011, , , ,,,,2011
383, ,2165,15785090,0.05397325,Contraflow Bike Lane, ,86.862029843889, , ,0, , , ,,,,2015
384, ,10776,20130015,0.09845919,Existing Bike Lane, ,158.455002179152, , ,0,yes, , ,,,,2016
385, ,4528,30130009,0.01675882,Existing Bike Lane, ,26.9707566701628, , ,0,yes, , ,,,,2016
386, ,3180,30130010,0.09701713,Existing Bike Lane, ,156.134252393976, , ,0,yes, , ,,,,2016
387, ,12158,14004205,0.1033402,Bus/Bike Lane, ,166.310278283563, , ,2016,yes, , ,,,,2016
388, ,13281,14004210,0.08491654,Bus/Bike Lane, ,136.660190609293, , ,2016,yes, , ,,,,2016
389, ,2176,14004220,0.06900377,Bus/Bike Lane, ,111.0510261174, , ,2016,yes, , ,,,,2016
390, ,10152,14004230,0,Bus/Bike Lane, ,108.532733519937, , ,2016,yes, , ,,,,2016
391,SEGID- 97,97,21982133,0.03405124,Existing Bike Lane, ,54.8002672913324,In Bound,Sebastian planned lanes,0, , , ,,,,2005
392,SEGID- 10512,10512,21982137,0.05225139,Existing Bike Lane, ,84.0906463704533,In Bound,Sebastian planned lanes,0, , , ,,,,2005
393,SEGID- 8314,8314,21982140,0.05052364,Existing Bike Lane, ,81.3100892940312, ,Sebastian planned lanes,0, , , ,,,,2005
394,SEGID- 6374,6374,21982145,0.05070691,Existing Bike Lane, ,81.6049808145398, ,Sebastian planned lanes,0, , , ,,,,2005
395,SEGID- 12201,12201,21982150,0.07993225,Existing Bike Lane, ,128.638755843586, ,public input,0, , , ,,,,2005
396,SEGID- 8338,8338,21982160,0.05050426,Existing Bike Lane, ,81.2787174887549, ,public input,0, , , ,,,,2007
397,SEGID- 1375,1375,21982165,0.0278022,Existing Bike Lane,Yes,44.7440595525842, ,public input,0,no, , ,,,,2007
398,SEGID- 7578,7578,21982175,0.04712738,Existing Bike Lane,Yes,75.8445799391016, ,public input,0,no, , ,,,,2007
399,SEGID- 941,941,21982183,0.04676796,Existing Bike Lane,Yes,75.2651294009627, ,public input,0,no, , ,,,,2007
400,SEGID- 11585,11585,21982187,0.04674918,Existing Bike Lane,Yes,75.2362350893764, ,public input,0,no, , ,,,,2007
401,SEGID- 10725,10725,21982190,0.05577836,Existing Bike Lane,Yes,89.7663579558656, ,public input,0,no, , ,,,,2007
402,SEGID- 6562,6562,21982205,0.05782555,Existing Bike Lane,Yes,93.0611899090071, ,public input,0,no, , ,,,,2007
403,SEGID- 6024,6024,20490005,0.02412781,Shared Lane, ,38.8299999982119, ,ADC rec route,2015,yes, , ,,,,2015
404,SEGID- 12506,12506,20490010,0.0760497,Shared Lane, ,122.390396012612, ,ADC rec route,2015,yes, , ,,,,2015
405,SEGID- 9005,9005,20490020,0.05109549,Shared Lane, ,82.230372680393, ,ADC rec route,2015,yes, , ,,,,2015
406,SEGID- 2913,2913,20490025,0.04876531,Climbing Lane, ,78.4803231173354, ,ADC rec route,2015,yes, , ,,,,2015
407,SEGID- 5260,5260,20490030,0.04738573,Climbing Lane, ,76.2600893296575, ,ADC rec route,2015,yes, , ,,,,2015
408,SEGID- 5625,5625,20490040,0.05031257,Climbing Lane, ,80.9704076611154, ,ADC rec route,2015,yes, , ,,,,2015
409,SEGID- 3638,3638,20490050,0.10350932,Climbing Lane, ,166.582435539225, ,ADC rec route,2015,yes, , ,,,,2015
410,SEGID- 6455,6455,22535140,0.05168755,Existing Bike Lane, ,83.183492967912, , ,0, , , ,,,,2007
411,SEGID- 6727,6727,22535143,0.05223884,Existing Bike Lane, ,84.0701608535409, , ,0, , , ,,,,2007
412,SEGID- 1884,1884,17416000,0.16755668,Shared Lane, ,269.656771408138, , ,2012, , , ,,,,2012
413,SEGID- 5470,5470,17416015,0.10078081,Existing Bike Lane, ,162.191305750698,Out Bound,existing bike lane,0, , , ,,,,2004
414,SEGID- 1974,1974,17416030,0.05344444,Existing Bike Lane, ,86.0106740399199,Out Bound,existing bike lane,0, , , ,,,,2004
415,SEGID- 5563,5563,17416040,0.06428119,Existing Bike Lane, ,103.450734353226,Out Bound,existing bike lane,0, , , ,,,,2004
