,TOTAL_BICYCLES,TOTAL_VEHICLES,TOTAL_PEDESTRIANS,LATITUDE,LONGITUDE,XCOORD,YCOORD,FATAL_BICYCLIST,MPDLATITUDE,MPDLONGITUDE,FROMDATE,STREETSEGID,ROUTEID,NEARESTINTSTREETNAME,NEARESTINTROUTEID,OFFINTERSECTION
28143,1,1,0,38.888671,-76.979114,401812.041,135647.866,0,38.888631,-76.979114,2018-11-08 05:00:00+00:00,13169.0,13008582,18TH ST SE,13001802,11.1877634
28145,1,2,0,38.943556,-77.063154,394525.083,141742.274,0,38.943509999999996,-77.063285,2017-04-10 04:00:00+00:00,2503.0,11025152,VAN NESS ST NW,11088922,50.5616408
28147,1,1,0,38.916622,-77.05676700000001,395076.92,138752.0,0,38.916622,-77.05676700000001,2017-06-03 04:00:00+00:00,3844.0,11059602,BELMONT RD NW & MASSACHUSETTS AVE NW,11014952,0.04
28192,1,1,0,38.912521999999996,-77.008555,399258.01399999997,138295.3,0,38.91252,-77.008546,2017-06-03 04:00:00+00:00,10166.0,12055642,R ST NE,12074162,8.0783979
28253,1,1,0,38.901519,-77.023986,397919.391,137074.105,0,38.901928999999996,-77.02444399999999,2018-11-07 05:00:00+00:00,12648.0,11000902,9TH ST NW & NEW YORK AVE NW,11000902,43.26
28423,1,1,0,38.942112,-77.017167,398511.723,141580.16199999998,0,38.942106,-77.017167,2017-06-04 04:00:00+00:00,12126.0,11088012,4TH ST NW,11000402,3.8261911
28424,1,1,0,38.892076,-77.019911,398272.66799999995,136025.846,0,38.892076,-77.019911,2017-06-04 04:00:00+00:00,11821.0,11000602,CONSTITUTION AVE NW,11025352,0.8660527
28546,1,1,0,38.929553000000006,-77.027715,397596.88700000005,140186.302,0,38.929549,-77.027744,2017-06-05 04:00:00+00:00,1063.0,11001102,KENYON ST NW,11052322,13.9884179
28584,1,1,0,38.8892,-76.98885,400967.37799999997,135706.473,0,38.889134999999996,-76.988893,2017-06-05 04:00:00+00:00,6596.0,13059602,EAST CAPITOL ST BN,15031912,13.548976399999999
28877,1,1,0,38.918646,-77.04168100000001,396385.375,138975.946,0,38.918646,-77.041616,2017-06-06 04:00:00+00:00,11828.0,11001802,WYOMING AVE NW,11094832,13.069174900000002
28896,1,1,0,38.979392,-77.033412,397104.98,145719.008,0,38.979392,-77.033412,2017-07-06 04:00:00+00:00,12051.0,11001402,GERANIUM ST NW,11040172,0.8461004000000001
28899,1,1,0,38.919123,-77.021899,398100.905,139028.326,0,38.919048,-77.021776,2019-10-10 04:00:00+00:00,,11040042,GEORGIA AVE NW,11040042,12.42
28967,1,2,0,38.907626,-77.031149,397298.33,137752.264,0,38.907382,-77.031032,2018-09-14 04:00:00+00:00,-9.0,47066712,N ST NW,11063182,16.51
29000,1,1,0,38.930451,-77.036458,396838.88,140286.16,0,38.930451,-77.036458,2018-11-18 05:00:00+00:00,2703.0,11001602,LAMONT ST NW,11053752,0.0949164
29094,2,1,0,38.911121,-77.010042,399129.02,138139.833,0,38.911096,-77.010042,2017-06-14 04:00:00+00:00,842.0,11072862,FLORIDA AVE NW,11036722,19.7037383
29197,1,1,0,38.903728,-76.999789,400018.321,137319.119,0,38.905289,-76.99947,2019-06-03 04:00:00+00:00,13008.0,12053492,5TH ST NE,12000502,173.32219990000002
29391,1,1,0,38.896128999999995,-77.01513299999999,398687.239,136475.63,0,38.896116,-77.01513299999999,2017-06-14 04:00:00+00:00,2107.0,11031332,3RD ST NW,11000302,4.7897452000000005
29432,1,1,0,38.939572,-77.075052,393493.351,141300.818,0,38.939565,-77.075074,2017-04-11 04:00:00+00:00,2593.0,11094052,RODMAN ST NW,11076892,3.953007
29498,1,1,0,38.915572,-77.032212,397206.412,138634.424,0,38.915703,-77.032212,2017-06-15 04:00:00+00:00,11387.0,11084562,14TH ST NW,11001402,26.1590035
29675,1,1,0,38.894785,-76.992645,400638.04,136326.384,0,38.894785,-76.992645,2017-06-15 04:00:00+00:00,13106.0,12001002,D ST NE,12026912,0.0412909
29836,1,1,0,38.921761,-76.993842,400533.987,139320.955,0,38.921771,-76.99381,2017-06-14 04:00:00+00:00,14105.0,12091402,REED ST NE,12075002,24.7563787
29903,1,1,0,38.905065,-77.014648,398729.434,137467.587,0,38.905128999999995,-77.014363,2017-06-16 04:00:00+00:00,11495.0,11064282,NEW YORK AVE NW,11064672,44.139346
29923,1,1,0,38.909804,-76.987213,401109.001,137993.711,0,38.910433000000005,-76.98577900000001,2018-11-20 05:00:00+00:00,-9.0,47046952,CAPITOL AVE NE,12020342,50.1636479
29960,1,1,0,38.944784000000006,-77.077928,393244.46,141879.52,0,38.944784000000006,-77.077928,2018-04-17 04:00:00+00:00,5338.0,11091192,WISCONSIN AVE NW,11094052,0.06878669999999999
29999,1,1,0,38.903785,-77.00588499999999,399489.506,137325.452,0,38.903785,-77.005825,2017-06-16 04:00:00+00:00,297.0,12000102,L ST NE,12053492,7.806431
30165,1,1,0,38.903083,-76.98144599999999,401609.37299999996,137247.624,0,38.903055,-76.981376,2017-06-09 04:00:00+00:00,1977.0,12015992,K ST NE,12050892,49.6683571
30173,1,1,0,38.909351,-77.044138,396171.81299999997,137944.266,0,38.910107,-77.043183,2019-08-29 04:00:00+00:00,,11031202,NEW HAMPSHIRE AVE NW,11064222*1,18.28
30189,1,1,0,38.934636,-77.072505,393713.69,140752.7,0,38.934636,-77.072505,2017-06-09 04:00:00+00:00,4298.0,11064092,WISCONSIN AVE NW,11094052,0.025467300000000002
30286,1,1,0,38.902567,-77.061369,394676.839,137191.969,0,38.902511,-77.061368,2017-06-05 04:00:00+00:00,8231.0,11093212,WISCONSIN AVE NW,11094052,120.6602955
30331,1,2,0,38.915634000000004,-77.03195500000001,397228.689,138641.268,0,38.915634000000004,-77.031903,2017-06-08 04:00:00+00:00,9137.0,11001402,T ST NW,11084562,7.991090600000001
30365,1,1,0,38.899695,-77.023966,397921.125,136871.684,0,38.899695,-77.023945,2017-07-21 04:00:00+00:00,6602.0,11000902,H ST NW,11042442,12.833730099999999
30430,1,1,0,38.904114,-77.028083,397564.133,137362.35199999998,0,38.904718,-77.029222,2018-11-13 05:00:00+00:00,1586.0,11001202,MASSACHUSETTS AVE NW,11059602,109.08194309999999
30474,1,1,0,38.910346000000004,-77.031954,397228.593,138054.237,0,38.910346000000004,-77.031981,2017-06-08 04:00:00+00:00,3774.0,11001402,CHURCH ST NW,11023402,5.116033799999999
30558,1,1,0,38.895368,-77.012156,398945.50700000004,136391.186,0,38.894764,-77.010806,2019-08-29 04:00:00+00:00,,11000102,D ST NW,11026912,12.19
30820,1,1,0,38.916315000000004,-77.031951,397229.045,138716.83800000002,0,38.916315999999995,-77.032225,2017-06-08 04:00:00+00:00,8575.0,11001402,WALLACH PL NW,11090542,23.8999105
30834,1,1,0,38.909636,-77.04966800000001,395692.201,137976.077,0,38.909690000000005,-77.04966800000001,2017-06-10 04:00:00+00:00,4766.0,11068382,23RD ST NW,11002302,29.026896999999998
30860,1,1,0,38.920795,-77.02522900000001,397812.143,139213.976,0,38.920795,-77.025228,2017-06-10 04:00:00+00:00,1087.0,11080082,BARRY PL NW,11013652,13.866896300000002
31065,1,1,0,38.90048,-77.039449,396578.06299999997,136959.266,0,38.900314,-77.039474,2018-06-20 04:00:00+00:00,1682.0,11001702,H ST NW,11042442,11.999298
31091,2,1,0,38.947987,-77.02257,398043.54299999995,142232.461,0,38.947906,-77.02255500000001,2017-10-02 04:00:00+00:00,-9.0,47073762,ILLINOIS AVE NW,11047902,25.253878399999998
31237,1,1,0,38.841567,-76.986851,401141.57,130418.886,0,38.841922,-76.987408,2018-06-20 04:00:00+00:00,-9.0,58004512,,,-999.0
31338,1,1,0,38.962703000000005,-77.0164,398578.64200000005,143865.924,0,38.962615,-77.016162,2019-06-04 04:00:00+00:00,8198.0,11069682,3RD ST NW,11000302,9.71
31496,1,1,0,38.906132,-77.02788000000001,397581.82200000004,137586.35199999998,0,38.906127000000005,-77.028086,2018-11-19 05:00:00+00:00,-9.0,47065682,12TH ST NW 1,11001202,0.5079315
31534,1,1,0,38.920942,-77.022284,398067.533,139230.19199999998,0,38.920769,-77.022258,2017-06-17 04:00:00+00:00,13081.0,11013652,GEORGIA AVE NW,11040042,27.633667600000003
31574,1,1,0,38.951174,-77.029698,397425.76200000005,142586.419,0,38.951174,-77.029422,2017-06-18 04:00:00+00:00,8187.0,11001302,FARRAGUT ST NW,11034972,47.7555502
31916,1,1,0,38.911127,-77.03455600000001,397002.96,138141.019,0,38.911127,-77.03455600000001,2017-06-19 04:00:00+00:00,5557.0,11001502,Q ST NW,11072862,0.0772263
32093,1,1,0,38.905309,-77.04747900000001,395881.779,137495.733,0,38.905204,-77.04767199999999,2018-06-21 04:00:00+00:00,252.0,11057852,NEW HAMPSHIRE AVE NW,11064222,20.398920899999997
32135,1,1,0,38.909639,-77.01031,399105.766,137975.301,0,38.909639,-77.009722,2019-08-31 04:00:00+00:00,,11068382,P ST NW & Alley-47039912,11068382,5.6
32169,1,1,0,38.877013,-76.97829899999999,401883.039,134353.749,0,38.876796,-76.97807,2018-11-26 05:00:00+00:00,5504.0,13069812,SOUTHEAST-SOUTHWEST BLVD SE,13081691,133.0919323
32253,1,1,0,38.909643,-77.036796,396808.61799999996,137976.376,0,38.909627,-77.036796,2017-06-22 04:00:00+00:00,5380.0,11068382,16TH ST NW,11001602,23.6739983
32272,1,1,0,38.909642,-77.036524,396832.22,137976.27,0,38.90958,-77.036571,2017-06-22 04:00:00+00:00,5171.0,11001602,P ST NW,11068382,0.0369174
32302,1,1,0,38.917008,-77.041224,396424.95399999997,138794.117,0,38.91703,-77.04066800000001,2018-03-26 04:00:00+00:00,1920.0,11036722,U ST NW,11087232,48.2503283
32303,1,1,0,38.905269,-77.04870600000001,395775.374,137491.316,0,38.905281,-77.04870600000001,2017-06-22 04:00:00+00:00,1366.0,11057852,22ND ST NW,11002202,9.3293284
32308,1,1,0,38.902646000000004,-77.05295600000001,395406.583,137200.326,0,38.902611,-77.05295600000001,2017-06-22 04:00:00+00:00,-9.0,21050893,25TH ST NW,11002502,30.5172778
32473,1,1,0,38.923651,-77.041207,396426.725,139531.495,0,38.923713,-77.041106,2017-06-23 04:00:00+00:00,12659.0,11024632,CHAMPLAIN ST NW,11021842,34.577157899999996
32832,1,1,0,38.906175,-77.046696,395949.73600000003,137591.826,0,38.906193,-77.046727,2017-06-23 04:00:00+00:00,4333.0,11064222,21ST ST NW,11002102,8.765966699999998
32858,1,1,0,38.899812,-77.024461,397878.157,136884.655,0,38.899706,-77.024461,2018-03-26 04:00:00+00:00,1215.0,11042442,9TH ST NW,11000902,44.5141677
32941,1,1,0,38.93204,-77.023662,397948.38,140462.21,0,38.93204,-77.023662,2019-08-31 04:00:00+00:00,,11040042,MORTON ST NW,11062402,0.07
33095,1,1,0,38.924928,-77.025662,397774.768,139672.79,0,38.924931,-77.02562900000001,2017-06-19 04:00:00+00:00,11421.0,11080082,FAIRMONT ST NW,11034582,5.2410399000000005
33185,1,1,0,38.923531,-77.032122,397214.549,139517.924,0,38.923561,-77.032096,2018-11-24 05:00:00+00:00,7727.0,11001402,EUCLID ST NW,11033862,8.7999472
33275,1,1,0,38.84509,-76.99682299999999,400275.809,130809.88900000001,0,38.845065999999996,-76.99754,2017-06-18 04:00:00+00:00,9563.0,13058542,MARTIN LUTHER KING JR AVE SE,13059452,13.308651500000002
33526,1,1,0,38.914401,-77.04613499999999,395998.843,138504.863,0,38.914395,-77.04612900000001,2017-06-20 04:00:00+00:00,3498.0,11036722,CONNECTICUT AVE NW,11025152,3.5306025
33661,1,1,0,38.889787,-76.977227,401975.74100000004,135771.735,0,38.889772,-76.977236,2017-06-21 04:00:00+00:00,12734.0,15031912,19TH ST NE,12001902,4.2954703
33810,1,1,0,38.931971999999995,-77.034807,396982.088,140455.033,0,38.931809,-77.034909,2018-11-25 05:00:00+00:00,9810.0,11061422,MONROE ST NW,11061422,29.03
33929,1,1,0,38.909553,-77.021916,398099.18,137965.954,0,38.909553,-77.02194200000001,2017-06-22 04:00:00+00:00,8191.0,11000702,P ST NW,11068382,10.478033400000001
34064,1,1,0,38.914564,-77.03478299999999,396983.37200000003,138522.56900000002,0,38.914489,-77.034789,2018-08-21 04:00:00+00:00,-9.0,47028752,15TH ST NW 1,11001502,21.954439999999998
34149,1,2,0,38.912589000000004,-77.008108,399296.79799999995,138302.732,0,38.912426,-77.007858,2019-10-08 04:00:00+00:00,,12074162,LINCOLN RD NE,12055642,61.55
34393,1,1,0,38.902275,-77.017657,398468.38200000004,137157.99300000002,0,38.902654,-77.018446,2017-06-27 04:00:00+00:00,15574.0,11004012,K ST NW,11050892,69.97102
34508,1,2,1,38.900473999999996,-76.988309,401014.136,136957.959,0,38.90017,-76.98682600000001,2018-12-01 05:00:00+00:00,7304.0,12001302,H ST NE,12042442,57.85
34613,1,1,0,38.868696,-76.988355,401010.57200000004,133430.348,0,38.86872,-76.988372,2017-06-28 04:00:00+00:00,-9.0,36005522,11TH ST SE,13001102,16.0242431
34614,1,1,0,38.912637,-77.034592,396979.21,138344.957,0,38.912637,-77.034592,2018-12-02 05:00:00+00:00,-9.0,47072622,15TH ST NW,11001502,4.84
34804,1,1,0,38.916863,-77.023422,397968.72799999994,138777.481,0,38.917018,-77.02335,2019-10-27 04:00:00+00:00,,11036722,8TH ST NW,11000802,48.97
34811,1,2,0,38.925719,-77.02971099999999,397423.69200000004,139760.705,0,38.925719,-77.029715,2017-06-27 04:00:00+00:00,8781.0,11001302,GIRARD ST NW,11040432,4.1057454
34855,1,1,0,38.927534,-77.02045,398226.79799999995,139961.981,0,38.927534,-77.02045,2018-12-03 05:00:00+00:00,14194.0,11000502,HARVARD ST NW & MICHIGAN AVE NW & Ramp-36005342 & Ramp-36005352,11043742,0.03
34891,1,1,0,38.890003,-77.052369,395456.635,135796.858,0,38.890006,-77.052368,2017-06-28 04:00:00+00:00,11439.0,11076632,POTOMAC PKWY NW & OHIO DR NW,11066822,2.2823052
34910,1,1,0,38.929990000000004,-77.0258,397762.972,140234.756,0,38.929982,-77.0259,2018-12-03 05:00:00+00:00,-9.0,47081242,KENYON ST NW 1,11052322,17.379232000000002
35336,1,1,0,38.937084000000006,-77.05939000000001,394850.972,141023.531,0,38.937090999999995,-77.05937800000001,2017-06-25 04:00:00+00:00,-9.0,36002412,CONNECTICUT AVE NW,11025152,2.0544415000000003
35473,1,1,0,38.886901,-77.013953,398789.472,135451.245,0,38.887484,-77.0147,2018-11-29 05:00:00+00:00,-9.0,36000312,INTERSTATE 395   BN,15048463,68.61849090000001
35685,1,2,0,38.930408,-77.02646800000001,397705.021,140281.125,0,38.930385,-77.026724,2018-08-17 04:00:00+00:00,9553.0,11080082,LAMONT ST NW,11053752,47.53462879999999
35695,1,1,0,38.89219,-77.02599000000001,397745.286,136038.585,0,38.89219,-77.026078,2017-06-25 04:00:00+00:00,7790.0,11001002,CONSTITUTION AVE NW,11025352,13.3654204
35787,1,1,0,38.929318,-76.98088299999999,401657.55799999996,140160.02300000002,0,38.930105,-76.980924,2018-11-30 05:00:00+00:00,4538.0,12001702,17TH ST NE,12001702,4.29
35885,1,1,0,38.892088,-77.01225600000001,398936.75899999996,136027.015,0,38.892069,-77.01225600000001,2017-06-26 04:00:00+00:00,4447.0,11025352,1ST ST NW,11000102,7.4380662
35958,1,1,0,38.892378,-77.043483,396227.717,136060.042,0,38.892377,-77.04329399999999,2019-10-25 04:00:00+00:00,,11001902,CONSTITUTION AVE NW,11025352,34.54
36099,1,2,0,38.922377000000004,-77.037136,396779.666,139389.986,0,38.923209,-77.036485,2017-06-29 04:00:00+00:00,415.0,11051152,16TH ST NW,11001602,52.9247662
36115,1,1,0,38.932748,-77.026772,397678.726,140540.937,0,38.93274,-77.026772,2017-06-29 04:00:00+00:00,69.0,11068902,MONROE ST NW,11061422,4.668117700000001
36194,1,1,0,38.914288,-77.02294499999999,398010.102,138491.601,0,38.914288,-77.02292800000001,2017-06-29 04:00:00+00:00,1751.0,11000802,S ST NW,11077672,21.304439600000002
36195,1,1,0,38.934292,-77.022323,398064.511,140712.226,0,38.934395,-77.022341,2017-06-29 04:00:00+00:00,-9.0,47055092,6TH ST NW,11000602,22.2985253
36448,1,1,0,38.936996,-77.032388,397192.035,141012.613,0,38.937022,-77.032685,2017-06-30 04:00:00+00:00,9707.0,11081832,14TH ST NW,11001402,7.375538400000001
36483,1,1,0,38.906163,-77.012467,398918.69399999996,137589.457,0,38.90616,-77.012465,2017-06-30 04:00:00+00:00,12462.0,11064672,1ST ST NW,11000102,29.246558500000003
36494,1,1,0,38.902516999999996,-77.013067,398866.55299999996,137184.735,0,38.902497,-77.013067,2017-06-30 04:00:00+00:00,3917.0,11050892,NEW JERSEY AVE NW,11064282,56.8877027
36549,1,1,0,38.91239,-77.04166500000001,396386.44899999996,138281.469,0,38.91239,-77.041712,2017-05-12 04:00:00+00:00,7897.0,11001802,R ST NW,11074162,24.5655847
36567,1,1,0,38.904864,-77.027588,397607.092,137445.515,0,38.905744,-77.027139,2018-12-04 05:00:00+00:00,-9.0,47088292,11TH ST NW,11001102,13.91
36607,1,1,0,38.917214,-76.97874499999999,401843.31799999997,138816.34900000002,0,38.917256,-76.978746,2017-06-30 04:00:00+00:00,11347.0,12064672,MONTANA AVE NE,12061552A,19.032814300000002
36775,1,1,0,38.913314,-77.047124,395913.06299999997,138384.328,0,38.911833,-77.048702,2018-12-05 05:00:00+00:00,12706.0,11028142,22ND ST NW,11002202,168.71214799999998
36825,1,1,0,38.857299,-76.965651,402981.37,132165.67,0,38.857299,-76.965651,2017-06-30 04:00:00+00:00,9307.0,13002902,ERIE ST SE,13033602,0.8498822
36987,1,1,0,38.933488,-77.077048,393319.74,140625.58,0,38.933454,-77.077028,2019-03-05 05:00:00+00:00,7995.0,11003902,39TH ST NW,11003902,4.15
36990,1,1,0,38.919014000000004,-77.021644,398123.04600000003,139016.18099999998,0,38.918834000000004,-77.021617,2017-07-01 04:00:00+00:00,12863.0,11090152,GEORGIA AVE NW,11040042,29.9967581
36991,1,1,0,38.922047,-77.072609,393703.539,139355.152,0,38.922157,-77.072918,2018-12-06 05:00:00+00:00,-9.0,11094052,WISCONSIN AVE NW,11094052,42.91
37035,1,2,0,38.905091,-77.058105,394960.10799999995,137472.05800000002,0,38.905236,-77.058849,2018-09-29 04:00:00+00:00,10588.0,11002902,M ST NW,11057852,64.16488290000001
37137,1,1,0,38.905246999999996,-77.05710400000001,395046.911,137489.253,0,38.905221000000004,-77.05711099999999,2017-07-02 04:00:00+00:00,7982.0,11057852,28TH ST NW,11002802,8.649844900000002
37267,1,1,0,38.918114,-77.033066,397132.49,138916.554,0,38.917895,-77.033068,2019-01-29 05:00:00+00:00,10014.0,11088462,14TH ST NW,11001402,99.7218094
37431,1,1,0,38.935922999999995,-77.029264,397462.826,140893.415,0,38.935947,-77.028644,2017-07-03 04:00:00+00:00,-9.0,47011162,SPRING RD NW 1,11081832,50.4153988
37442,1,1,0,38.899575,-77.043487,396227.74700000003,136859.011,0,38.899576,-77.043487,2017-07-03 04:00:00+00:00,5839.0,11042442,19TH ST NW,11001902,1.9816035
37546,1,1,0,38.894795,-77.015169,398684.119,136327.578,0,38.894795,-77.015169,2017-07-03 04:00:00+00:00,9595.0,11000302,D ST NW,11026912,0.8333716
37695,1,1,0,38.917936,-77.044308,396157.542,138897.266,0,38.917823,-77.044123,2018-12-07 05:00:00+00:00,13066.0,11001902,CALIFORNIA ST NW,11019892,11.490115300000001
37851,1,1,1,38.919176,-77.000847,399926.536,139033.969,0,38.919472,-77.0007,2017-07-03 04:00:00+00:00,10991.0,12090152,4TH ST NE,12000402,31.670787100000005
38100,1,1,0,38.908268,-77.036396,396843.26399999997,137823.72,0,38.908569,-77.036535,2018-05-30 04:00:00+00:00,-9.0,21001603,16TH ST NW,11001602,14.1480005
38128,1,1,0,38.916965999999995,-77.068752,394037.601,138790.881,0,38.916965999999995,-77.068752,2017-07-04 04:00:00+00:00,12016.0,11093142,WISCONSIN AVE NW,11094052,0.8578155000000001
38141,1,1,0,38.887153000000005,-77.002243,399805.42600000004,135479.11800000002,0,38.886917,-77.00240500000001,2017-07-04 04:00:00+00:00,10373.0,13069812,3RD ST SE,13000302,35.68
38179,1,1,0,38.908623,-77.042698,396296.691,137863.355,0,38.909063,-77.041627,2019-04-09 04:00:00+00:00,-9.0,21025153,CONNECTICUT AVE NW,11025152,135.0213637
38183,1,1,0,38.891490000000005,-77.008374,399273.544,135960.622,0,38.891489,-77.008332,2019-10-11 04:00:00+00:00,,58003462,CONSTITUTION AVE NE & Driveway-58011732,12025352,61.66
38217,1,1,0,38.936595000000004,-77.024101,397910.45399999997,140967.857,0,38.936633,-77.024185,2017-07-05 04:00:00+00:00,11918.0,11064222,GEORGIA AVE NW,11040042,34.408914700000004
38219,1,2,0,38.831649,-76.987916,401049.25299999997,129317.90800000001,0,38.831624,-76.987883,2017-07-05 04:00:00+00:00,1306.0,13081512,WHEELER RD SE,13092882,72.8662369
38220,1,1,0,38.926673,-77.02704,397655.359,139866.52599999998,0,38.926671,-77.027084,2017-07-05 04:00:00+00:00,6215.0,11001102,HARVARD ST NW,11043742,10.0322102
38509,1,1,0,38.920916999999996,-77.0297,397424.499,139227.612,0,38.920915,-77.02985799999999,2018-12-10 05:00:00+00:00,1508.0,11001302,BELMONT ST NW,11015012,23.112240600000003
38590,1,1,0,38.925494,-77.006943,399397.958,139735.369,0,38.925557,-77.007059,2019-10-17 04:00:00+00:00,,47026862,GIRARD ST NE,12040432,63.56
38740,1,1,0,38.900534,-76.990026,400865.152,136964.57,0,38.900375,-76.990027,2017-07-06 04:00:00+00:00,-9.0,47042302,12TH ST NE,12001202,26.368784700000003
38773,1,1,0,38.930395000000004,-77.036459,396838.784,140279.99599999998,0,38.930395000000004,-77.036457,2017-07-06 04:00:00+00:00,6188.0,11001602,LAMONT ST NW,11053752,6.998787700000001
38934,1,1,0,38.846014000000004,-76.978751,401844.597,130912.64,0,38.845678,-76.979679,2017-07-06 04:00:00+00:00,11588.0,13078322,STANTON RD SE,13082352,6.7661223
38992,1,1,0,38.901283,-77.003568,399690.526,137047.686,0,38.901283,-77.00354300000001,2017-07-06 04:00:00+00:00,1875.0,12000202,I ST NE,12047772,5.8143855
39003,1,1,0,38.914024,-77.046576,395960.615,138463.031,0,38.914021999999996,-77.046566,2017-07-06 04:00:00+00:00,860.0,11002102,FLORIDA AVE NW,11036722,2.0156435
39032,1,1,0,38.936613,-77.024895,397841.588,140969.90099999998,0,38.937225,-77.024598,2017-07-07 04:00:00+00:00,-9.0,47017802,GEORGIA AVE NW,11040042,43.58
39053,1,1,0,38.895505,-77.032802,397154.49,136406.843,0,38.895443,-77.033404,2017-07-07 04:00:00+00:00,1067.0,11069812,15TH ST NW & E ST NW,11001502,21.32
39238,1,1,0,38.903638,-76.923761,406612.93799999997,137311.887,0,38.903926,-76.923735,2017-07-06 04:00:00+00:00,6286.0,12029642,EASTERN AVE NE,12031982,14.638773800000001
39262,1,1,0,38.879333,-77.009058,399214.01399999997,134611.10199999998,0,38.879333,-77.009038,2019-06-07 04:00:00+00:00,2520.0,15081252,I ST SE,13047772,5.5492395
39437,1,1,0,38.892277,-76.998263,400150.686,136047.934,0,38.892231,-76.998262,2017-07-07 04:00:00+00:00,-9.0,47046272,6TH ST NE,12000602,17.593991600000003
39528,1,1,0,38.934214000000004,-77.028221,397553.161,140703.66,0,38.934159,-77.028221,2017-07-08 04:00:00+00:00,-9.0,47081202,11TH ST NW,11001102,24.8663867
39710,1,1,0,38.928092,-77.023302,397979.467,140024.003,0,38.92825,-77.02296700000001,2018-06-24 04:00:00+00:00,7954.0,11024632,GEORGIA AVE NW,11040042,17.9454049
39712,1,1,0,38.901576,-77.050123,395652.21,137081.432,0,38.901509999999995,-77.050275,2018-12-12 05:00:00+00:00,6464.0,11002302,WASHINGTON CIR NW,11091262,54.6005434
39745,1,2,0,38.933063,-76.99104,400776.899,140575.548,0,38.93309,-76.991035,2018-12-12 05:00:00+00:00,1629.0,12001202,12TH ST NE,12001202,4.6
39760,1,2,0,38.906864,-77.063317,394508.19399999996,137669.117,0,38.907175,-77.063224,2017-07-08 04:00:00+00:00,9564.0,11063182,WISCONSIN AVE NW,11094052,42.13539960000001
39774,1,1,0,38.929446999999996,-77.029708,397424.097,140174.561,0,38.929446,-77.029956,2017-07-08 04:00:00+00:00,5618.0,11001302,KENYON ST NW,11052322,31.7063274
39790,1,1,0,38.906025,-77.05076600000001,395596.705,137575.326,0,38.905909,-77.050158,2018-12-13 05:00:00+00:00,-9.0,47084862,M ST NW,11057852,71.86
40093,1,1,0,38.923789,-77.026783,397677.501,139546.397,0,38.923826,-77.027016,2017-07-12 04:00:00+00:00,8297.0,11033862,11TH ST NW,11001102,25.8349503
40170,1,1,0,38.903744,-77.042008,396356.216,137321.676,0,38.903826,-77.042496,2017-07-12 04:00:00+00:00,9935.0,11053492,18TH ST NW,11001802,71.9748824
40171,1,2,0,38.905941999999996,-77.04229699999999,396331.32899999997,137565.78,0,38.906712,-77.041752,2019-04-09 04:00:00+00:00,-9.0,47083622,M ST NW,11057852,126.75472009999999
40240,1,1,0,38.920576000000004,-77.022003,398091.898,139189.587,0,38.92057,-77.022071,2017-07-12 04:00:00+00:00,10152.0,11040042,BARRY PL NW,11013652,43.584123999999996
40318,1,1,0,38.894117,-77.002724,399763.656,136252.25,0,38.894096000000005,-77.003088,2017-07-12 04:00:00+00:00,-9.0,47029882,,,-999.0
40389,1,1,0,38.902167999999996,-76.94181999999999,405046.589,137147.576,0,38.902242,-76.943621,2018-08-19 04:00:00+00:00,-9.0,58014502,KENILWORTH AVE NE & NANNIE HELEN BURROUGHS AVE NE,12051802A,10.34
40437,1,1,0,38.903737,-77.029627,397430.15,137320.52,0,38.903737,-77.029627,2018-12-17 05:00:00+00:00,10961.0,11001302,L ST NW,11053492,0.04
40441,1,1,0,38.920621000000004,-77.02201,398091.347,139194.554,0,38.9206,-77.022247,2017-07-13 04:00:00+00:00,10152.0,11040042,BARRY PL NW,11013652,43.4646222
40659,1,1,0,38.903579,-77.025984,397746.19,137302.87,0,38.903579,-77.025984,2018-05-13 04:00:00+00:00,12655.0,11001002,MASSACHUSETTS AVE NW,11059602,0.0560353
40710,1,1,0,38.84467,-76.994485,400478.80100000004,130763.261,0,38.844541,-76.994484,2017-07-13 04:00:00+00:00,-9.0,47062302,8TH ST SE,13000802,24.6598362
40723,1,1,0,38.911313,-77.031951,397228.855,138161.59,0,38.911313,-77.031926,2017-07-08 04:00:00+00:00,11968.0,11001402,Q ST NW,11072862,19.740189800000003
40740,1,1,0,38.896868,-77.006417,399443.37100000004,136557.586,0,38.896269000000004,-77.007243,2018-12-18 05:00:00+00:00,15656.0,12024732A,COLUMBUS CIR NE 1,12024732,69.29223859999999
40778,1,1,1,38.901742,-77.03945,396578.06299999997,137099.37900000002,0,38.901742,-77.039425,2017-07-13 04:00:00+00:00,3510.0,11001702,I ST NW,11047772,44.6618216
40811,1,1,0,38.939019,-77.028351,397542.1,141237.134,0,38.938915,-77.02843100000001,2017-07-13 04:00:00+00:00,-9.0,47009922,KANSAS AVE NW,11051352,26.1993988
41083,1,1,0,38.900409,-77.011048,399041.62299999996,136950.716,0,38.900368,-77.011493,2018-06-24 04:00:00+00:00,-9.0,58012512,H ST NW,11042442,42.5901755
41108,1,2,0,38.906008,-77.062833,394550.101,137574.09900000002,0,38.906008,-77.062843,2017-07-10 04:00:00+00:00,7379.0,11094052,PROSPECT ST NW,11072472,2.9401305
41177,1,2,0,38.911281,-77.034809,396981.05,138158.12,0,38.911281,-77.034809,2018-05-21 04:00:00+00:00,,,,,
